PWSID,PWSID_URL,ac_address,ac_addressURL,ac_phone1Type,ac_phone1,ac_phone2Type,ac_phone2,ac_email,ac2_address,ac2_addressURL,ac2_phone1Type,ac2_phone1,ac2_phone2Type,ac2_phone2,ac2_email,pl_address,pl_addressURL,pl_phone1Type,pl_phone1,pl_phone2Type,pl_phone2,pl_email,pl2_address,pl2_addressURL,pl2_phone1Type,pl2_phone1,pl2_phone2Type,pl2_phone2,pl2_email,healthDistrictName,healthDistrictPhone,healthDistrictEmail,healthDistrictAddress
CA3400456   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14209&tinwsys_st_code=CA&wsnumber=CA3400456   ,"1545 Q ST

	
	

	
    
    
    

	RIO LINDA,CA95673",http://maps.google.com/maps?q=1545 Q ST  RIO LINDA CA 95673,Business,916-991-3021   ,,,,,,,,,,,CA3400456-STAFFORD MEAT COMPANY,,,,,,,,,,,,,,LPA64 - SACRAMENTO COUNTY,"
   
	
	  
      916-875-8550   
   	 
     
    ",EMDInfo@saccounty.net ,"10590 Armstrong Ave 

    
    MATHER 
    CA 95655"
CA2801047   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8771&tinwsys_st_code=CA&wsnumber=CA2801047   ,"5766 Silverado Trail

	
	

	
    
    
    

	NAPA,CA94558",http://maps.google.com/maps?q=5766 Silverado Trail  NAPA CA 94558,Business,707-287-7512   ,,,,,,,,,,,"LUIS TREJO, MAINT. SUPERVISOR",,Business,707-287-7512   ,,,luis.trejo@cask23.com,,,,,,,,LPA58 - NAPA COUNTY,"
   
	
	  
      707-253-4471   
   	 
     
    ",stacey.harrington@countyofnapa.org ,"1195 Third Street, Ste. 210 

    
    NAPA 
    CA 94559"
CA3301644   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9744&tinwsys_st_code=CA&wsnumber=CA3301644   ,"43851 HWY 79

	
	

	
    
    
    

	AGUANGA,CA92536",http://maps.google.com/maps?q=43851 HWY 79  AGUANGA CA 92536,Business,951-767-9466   ,,,,,,,,,,,CA3301644-STAGECOACH INN,,Business,951-767-1216   ,,,,,,,,,,,LPA63 - RIVERSIDE COUNTY,"
   
	
	  
      760-863-7570   
   	 
     
    ",www.rivcoeh.org ,"47-950 Arabia St., Ste. A 

    
    INDIO 
    CA 92201"
CA3702420   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9989&tinwsys_st_code=CA&wsnumber=CA3702420   ,"7878 GREAT SOUTHERN OVERLAND

	
	

	
    
    
    

	JULIAN,CA92036",http://maps.google.com/maps?q=7878 GREAT SOUTHERN OVERLAND  JULIAN CA 92036,Business,760-765-3765   ,,,,,,,,,,,CA3702420-STAGECOACH TRAILS RV RESORT,,,,,,,,,,,,,,LPA67 - SAN DIEGO COUNTY,"
   
	
	  
      858-694-3113   
   	 
     
    ",jamelle.mccullough@sdcounty.ca.gov ,"5500 Overland Ave, Ste. 210 

    
    SAN DIEGO 
    CA 92123"
CA2801086   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8782&tinwsys_st_code=CA&wsnumber=CA2801086   ,"6150 SILVERADO TRAIL

	
	

	
    
    
    

	NAPA,CA94558",http://maps.google.com/maps?q=6150 SILVERADO TRAIL  NAPA CA 94558,Business,707-944-1303   ,,,,,,,,,,,CA2801086-STAGS  LEAP WINERY,,,,,,,,,,,,,,LPA58 - NAPA COUNTY,"
   
	
	  
      707-253-4471   
   	 
     
    ",stacey.harrington@countyofnapa.org ,"1195 Third Street, Ste. 210 

    
    NAPA 
    CA 94559"
CA1510025   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1757&tinwsys_st_code=CA&wsnumber=CA1510025   ,"28500 STALLION SPRINGS DRIVE

	
	

	
    
    
    

	TEHACHAPI,CA93561",http://maps.google.com/maps?q=28500 STALLION SPRINGS DRIVE  TEHACHAPI CA 93561,Business,661-300-1231   ,,,,,,,,,,,CA1510025-STALLION SPRINGS CSD,,,,,,,,,,,,,,DISTRICT 19 - TEHACHAPI,"
   
	
	  
      661-335-7315   
   	 
     
    ",dwpdist19@waterboards.ca.gov ,"4925 COMMERCE DRIVE, SUITE 120 

    
    BAKERSFIELD 
    CA 93309"
CA1590002   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1795&tinwsys_st_code=CA&wsnumber=CA1590002   ,"27800 Stallion Springs Drive

	
	

	
    
    
    

	TEHACHAPI,CA93561",http://maps.google.com/maps?q=27800 Stallion Springs Drive  TEHACHAPI CA 93561,Business,661-822-3268   EXT. 224  ,,,,,,,,,,,CA1590002-STALLION SPRINGS CSD,,,,,,,,,,,,,,DISTRICT 19 - TEHACHAPI,"
   
	
	  
      661-335-7315   
   	 
     
    ",dwpdist19@waterboards.ca.gov ,"4925 COMMERCE DRIVE, SUITE 120 

    
    BAKERSFIELD 
    CA 93309"
CA5700791   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8217&tinwsys_st_code=CA&wsnumber=CA5700791   ,"31070 S RIVER ROAD

	
	

	
    
    
    

	CLARKSBURG,CA95612",http://maps.google.com/maps?q=31070 S RIVER ROAD  CLARKSBURG CA 95612,Business,916-371-7040   ,,,,,,,,,,,CA5700791-STAN S YOLO MARINA,,,,,,,,,,,,,,LPA87 - YOLO COUNTY,"
   
	
	  
      530-666-8646   
   	 
     
    ",environmental.health@yolocounty.org ,"292 W. Beamer Street 

    
    WOODLAND 
    CA 95695"
CA2300626   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2901&tinwsys_st_code=CA&wsnumber=CA2300626   ,"P.O. BOX 487

	
	

	
    
    
    

	MENDOCINO,CA95460",http://maps.google.com/maps?q=P.O. BOX 487  MENDOCINO CA 95460,Business,707-937-5025   ,,,,,,,,,,,CA2300626-BIG RIVER LODGE/STANFORD INN,,,,,,,,,,,,,,DISTRICT 03 - MENDOCINO,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA0900507   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8510&tinwsys_st_code=CA&wsnumber=CA0900507   ,"P.O. BOX 10618

	
	

	
    
    
    

	SOUTH LAKE TAHOE,CA96158",http://maps.google.com/maps?q=P.O. BOX 10618  SOUTH LAKE TAHOE CA 96158,Business,530-541-1244   ,,,,,,,,,,,CA0900507-STANFORD SIERRA CAMP,,,,,,,,,,,,,,LPA39 - EL DORADO COUNTY,"
   
	
	  
      530-621-5300   
   	 
     
    ",,"2850 Fairlane Court 

    Building C,

    PLACERVILLE 
    CA 95667"
CA4310013   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4360&tinwsys_st_code=CA&wsnumber=CA4310013   ,"327 BONAIR SIDING ROAD

	
	

	
    
    
    

	STANFORD,CA94305-7272",http://maps.google.com/maps?q=327 BONAIR SIDING ROAD  STANFORD CA 94305-7272,Business,650-725-3400   ,,,,,,,,,,,CA4310013-STANFORD UNIVERSITY,,,,,,,,,,,,,,DISTRICT 17 - SANTA CLARA,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY 

    
    RICHMOND 
    CA 94804-6403"
CA0500043   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6869&tinwsys_st_code=CA&wsnumber=CA0500043   ,"P.O. BOX 500

	
	

	
    
    
    

	HATHAWAY PINES,CA95233",http://maps.google.com/maps?q=P.O. BOX 500  HATHAWAY PINES CA 95233,Business,209-532-3671   EXT. 280  ,,,,,,,,,,,CA0500043-STANISLAUS RIVER CAMPGROUND,,,,,,,,,,,,,,LPA35 - CALAVERAS COUNTY,"
   
	
	  
      209-754-6399   
   	 
     
    ",,"891 Mountain Ranch Rd 

    
    SAN ANDREAS 
    CA 95249-9709"
CA5000249   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7371&tinwsys_st_code=CA&wsnumber=CA5000249   ,"2410  JANNA AVE

	
	

	
    
    
    

	MODESTO,CA95350",http://maps.google.com/maps?q=2410  JANNA AVE  MODESTO CA 95350,Business,209-529-9546   ,,,,,,,,,,,CA5000249-STANISLAUS UNION SCHOOL,,,,,,,,,,,,,,LPA80 - STANISLAUS COUNTY,"
   
	
	  
      209-525-6700   
   	 
     
    ",rariess@envres.org ,"3800 Cornucopia Way, Ste. C 

    
    MODESTO 
    CA 95358"
CA3900974   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6440&tinwsys_st_code=CA&wsnumber=CA3900974   ,"4881 W 11TH ST

	
	

	
    
    
    

	TRACY,CA95304",http://maps.google.com/maps?q=4881 W 11TH ST  TRACY CA 95304,,,,,,,,,,,,,CA3900974-STAR MOTEL,,,,,,,,,,,,,,LPA69 - SAN JOAQUIN COUNTY,"
   
	
	  
      209-468-0343   
   	 
     
    ",aellsaesser@sjcehd.com ,"1868 East Hazelton Ave 

    
    STOCKTON 
    CA 95205"
CA1400002   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=10365&tinwsys_st_code=CA&wsnumber=CA1400002   ,"8801 Starlite Dr.

	
	

	
    
    
    

	BISHOP,CA93514",http://maps.google.com/maps?q=8801 Starlite Dr.  BISHOP CA 93514,,,,,,,,,,,,,STARLITE COMMUNITY SERVICE DISTRICT,,,,,,,,,,,,,,LPA44 - INYO COUNTY,"
   
	
	  
      760-873-7865   
   	 
     
    ",kbarton@inyocounty.us ,"207 W. South Street 

    
    BISHOP 
    CA 93514"
CA4500195   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7971&tinwsys_st_code=CA&wsnumber=CA4500195   ,"8074 Starlite Pines Road

	
	

	
    
    
    

	SHINGLETOWN,CA96088",http://maps.google.com/maps?q=8074 Starlite Pines Road  SHINGLETOWN CA 96088,Business,530-474-9355   ,,,,,,,,,,,CA4500195-STARLITE PINES MUTUAL WATER CO,,,,,,,,,,,,,,LPA75 - SHASTA COUNTY,"
   
	
	  
      530-225-5787   
   	 
     
    ",,"1855 Placer St., Ste. 201 

    
    REDDING 
    CA 96001"
CA4901363   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=5478&tinwsys_st_code=CA&wsnumber=CA4901363   ,"P.O. Box 7418

	
	

	
    
    
    

	MENLO PARK,CA94026",http://maps.google.com/maps?q=P.O. Box 7418  MENLO PARK CA 94026,,,,,,,,,,,,,CA4901363 - STARLITE WINERY,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA5603122   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14203&tinwsys_st_code=CA&wsnumber=CA5603122   ,"11011 Azahar Street, #1

	
	

	
    
    
    

	SATICOY,CA93004","http://maps.google.com/maps?q=11011 Azahar Street, #1  SATICOY CA 93004",Business,805-672-0200   ,,,,,,,,,,,"CA5603122-STATE READY MIX, INC.",,Business,805-647-2817   ,,,https://www.statereadymix.com/,,,,,,,,DISTRICT 06 - SANTA BARBARA,"
   
	
	  
      805-566-1326   
   	 
     
    ",,"1180 EUGENIA PLACE SUITE 200 

    
    CARPENTERIA 
    CA 93013"
CA3600500   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=10253&tinwsys_st_code=CA&wsnumber=CA3600500   ,"65845 Cima Rd

	
	

	
    
    
    

	NIPTON,CA92364",http://maps.google.com/maps?q=65845 Cima Rd  NIPTON CA 92364,Business,760-856-2258   ,,,,,,,,,,,CA3600500-STATELINE SERVICES INC,,,,,,,,,,,,,,LPA66 - SAN BERNARDINO COUNTY,"
   
	
	  
      800-442-2283   
   	 
     
    ",EHS.CustomerService@dph.sbcounty.gov ,"385 N. Arrowhead Ave., Second Floor 

    
    SAN BERNARDINO 
    CA 92415"
CA0900529   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=8516&tinwsys_st_code=CA&wsnumber=CA0900529   ,"901 PARK AVE

	
	

	
    
    
    

	SOUTH LAKE TAHOE,CA96150",http://maps.google.com/maps?q=901 PARK AVE  SOUTH LAKE TAHOE CA 96150,Business,530-542-1101   ,,,,,,,,,,,CA0900529-STATION HOUSE INN,,,,,,,,,,,,,,LPA39 - EL DORADO COUNTY,"
   
	
	  
      530-621-5300   
   	 
     
    ",,"2850 Fairlane Court 

    Building C,

    PLACERVILLE 
    CA 95667"
CA3107343   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14848&tinwsys_st_code=CA&wsnumber=CA3107343   ,"PO BOX 340

	
	

	
    
    
    

	LINCOLN,CA95648",http://maps.google.com/maps?q=PO BOX 340  LINCOLN CA 95648,Business,916-645-6014   ,,,,,,,,,,,CA3107343-STEPHENS RANCH LLC AQUA,,,,,,,,,,,,,,LPA61 - PLACER COUNTY,"
   
	
	  
      530-745-2300   
   	 
     
    ",environmentalhealth@placer.ca.gov ,"3091 County Center Drive, Ste. 180 

    
    AUBURN 
    CA 95603"
CA5000565   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14306&tinwsys_st_code=CA&wsnumber=CA5000565   ,"1709  TULLY ROAD

	
	

	
    
    
    

	MODESTO,CA95350",http://maps.google.com/maps?q=1709  TULLY ROAD  MODESTO CA 95350,Business,209-544-3607   ,,,,,,,,,,,CA5000565-STERLING INDUSTRIAL,,,,,,,,,,,,,,LPA80 - STANISLAUS COUNTY,"
   
	
	  
      209-525-6700   
   	 
     
    ",rariess@envres.org ,"3800 Cornucopia Way, Ste. C 

    
    MODESTO 
    CA 95358"
CA1910158   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2597&tinwsys_st_code=CA&wsnumber=CA1910158   ,"11922 LAMBERT AVE

	
	

	
    
    
    

	EL MONTE,CA91732",http://maps.google.com/maps?q=11922 LAMBERT AVE  EL MONTE CA 91732,,,,,,,,,,,,,CA1910158-STERLING MUTUAL WATER COMPANY,,,,,,,,,,,,,,LPA49 - LA COUNTY,"
   
	
	  
      626-430-5420   
   	 
     
    ",waterquality@ph.lacounty.gov ,"5050 Commerce Drive 

    
    BALDWIN PARK 
    CA 91706"
CA2800129   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9316&tinwsys_st_code=CA&wsnumber=CA2800129   ,"PO BOX 365

	
	

	
    
    
    

	CALISTOGA,CA94515",http://maps.google.com/maps?q=PO BOX 365  CALISTOGA CA 94515,Business,707-942-3300   ,,,,,,,,,,,CA2800129-STERLING VINEYARDS,,,,,,,,,,,,,,LPA58 - NAPA COUNTY,"
   
	
	  
      707-253-4471   
   	 
     
    ",stacey.harrington@countyofnapa.org ,"1195 Third Street, Ste. 210 

    
    NAPA 
    CA 94559"
CA2400323   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=14498&tinwsys_st_code=CA&wsnumber=CA2400323   ,"P.O. BOX 69

	
	

	
    
    
    

	STEVINSON,CA95374",http://maps.google.com/maps?q=P.O. BOX 69  STEVINSON CA 95374,Business,209-634-2138   ,,,,,,,,,,,CA2400323-STEVINSON BAR AND GRILL,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA2400220   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=7145&tinwsys_st_code=CA&wsnumber=CA2400220   ,"P.O. BOX 818

	
	

	
    
    
    

	NEWMAN,CA95360",http://maps.google.com/maps?q=P.O. BOX 818  NEWMAN CA 95360,Business,209-634-4908   ,,,,,,,,,,,CA2400220-STEVINSON RANCH GOLF CLUB,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA2490004   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=3068&tinwsys_st_code=CA&wsnumber=CA2490004   ,"100 PASADERA DRIVE

	
	

	
    
    
    

	MONTEREY,CA93940",http://maps.google.com/maps?q=100 PASADERA DRIVE  MONTEREY CA 93940,Business,831-970-3968   ,,,,,,,,,,,CA2490004-STEVINSON RANCH RECLAMATION FA,,,,,,,,,,,,,,DISTRICT 11 - MERCED,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist11@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA4700666   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4617&tinwsys_st_code=CA&wsnumber=CA4700666   ,"4617 Stewart Springs Road

	
	

	
    
    
    

	WEED,CA96094",http://maps.google.com/maps?q=4617 Stewart Springs Road  WEED CA 96094,Business,530-938-2222   ,,,,,,,,,,,CA4700666-STEWART MINERAL SPRINGS,,,,,,,"JOSH WISSLER, OPERATIONS MANAGER",,Business,530-925-1082   ,,,wizzlejim@gmail.com,DISTRICT 01 - KLAMATH,"
   
	
	  
      530-224-4800   
   	 
     
    ",,"364 Knollcrest Dr. Suite 101 

    
    REDDING 
    CA 96002"
CA4900873   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=5085&tinwsys_st_code=CA&wsnumber=CA4900873   ,"3470 Hill Road East

	
	

	
    
    
    

	LAKEPORT,CA95453",http://maps.google.com/maps?q=3470 Hill Road East  LAKEPORT CA 95453,Business,707-847-3164   ,,,,,,,,,,,CA4900873 - RICHARDSON WATER SYSTEM,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA2110004   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=2726&tinwsys_st_code=CA&wsnumber=CA2110004   ,"P.O. BOX 245

	
	

	
    
    
    

	STINSON BEACH,CA94970",http://maps.google.com/maps?q=P.O. BOX 245  STINSON BEACH CA 94970,Business,415-868-1333   ,,,,,,,,,,,CA2110004-STINSON BEACH COUNTY WTR DIST,,,,,,,,,,,,,,DISTRICT 18 - SONOMA,"
   
	
	  
      707-576-2145   
   	 
     
    ",,"50 D STREET SUITE 200 

    
    SANTA ROSA 
    CA 95404"
CA1500211   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1266&tinwsys_st_code=CA&wsnumber=CA1500211   ,"825 FAIRWAY DRIVE

	
	

	
    
    
    

	BAKERSFIELD,CA93309",http://maps.google.com/maps?q=825 FAIRWAY DRIVE  BAKERSFIELD CA 93309,Business,661-834-7226   ,,,,,,,,,,,CA1500211-STOCKDALE ANNEX MUTUAL WATER,,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA1500349   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1293&tinwsys_st_code=CA&wsnumber=CA1500349   ,"P.O. BOX 788

	
	

	
    
    
    

	BAKERSFIELD,CA93302",http://maps.google.com/maps?q=P.O. BOX 788  BAKERSFIELD CA 93302,Business,661-301-1359   ,,,,,,,,,,,CA1500349-STOCKDALE MUTUAL WATER CO.,,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA1500557   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1386&tinwsys_st_code=CA&wsnumber=CA1500557   ,"2031 F STREET

	
	

	
    
    
    

	BAKERSFIELD,CA93301",http://maps.google.com/maps?q=2031 F STREET  BAKERSFIELD CA 93301,Business,661-215-4980   ,,,,,,,,,,,CA1500557-STOCKDALE RANCHOS MUTUAL WATER,,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA4800767   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4790&tinwsys_st_code=CA&wsnumber=CA4800767   ,"810 VACA VALLEY PKWY STE 201

	
	

	
    
    
    

	VACAVILLE,CA95688-8834",http://maps.google.com/maps?q=810 VACA VALLEY PKWY STE 201  VACAVILLE CA 95688-8834,Business,707-455-4009   ,,,,,,,,,,,CA4800767-STOCKING RANCH DEEPWELL,,,,,,,,,,,,,,DISTRICT 04 - SAN FRANCISCO,"
   
	
	  
      510-620-3474   
   	 
     
    ",,"850 MARINA BAY PARKWAY BLDG. P, SECOND F 

    
    RICHMOND 
    CA 94804-6403"
CA3901387   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6905&tinwsys_st_code=CA&wsnumber=CA3901387   ,"5480 N HWY 99

	
	

	
    
    
    

	STOCKTON,CA95212",http://maps.google.com/maps?q=5480 N HWY 99  STOCKTON CA 95212,,,,,,,,,,,,,CA3901387-STOCKTON BAPTIST CHURCH,,,,,,,,,,,,,,LPA69 - SAN JOAQUIN COUNTY,"
   
	
	  
      209-468-0343   
   	 
     
    ",aellsaesser@sjcehd.com ,"1868 East Hazelton Ave 

    
    STOCKTON 
    CA 95205"
CA3910006   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4020&tinwsys_st_code=CA&wsnumber=CA3910006   ,"PO BOX 5157

	
	

	
    
    
    

	STOCKTON,CA95205",http://maps.google.com/maps?q=PO BOX 5157  STOCKTON CA 95205,Business,209-948-0333   ,,,,,,,,,,,CA3910006-STOCKTON EAST WATER DISTRICT,,,,,,,,,,,,,,DISTRICT 10 - STOCKTON,"
   
	
	  
      209-948-7696   
   	 
     
    ",,"31 E. CHANNEL STREET ROOM 270 

    
    STOCKTON 
    CA 95202"
CA0300007   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6807&tinwsys_st_code=CA&wsnumber=CA0300007   ,"P.O. BOX 690451

	
	

	
    
    
    

	STOCKTON,CA95269",http://maps.google.com/maps?q=P.O. BOX 690451  STOCKTON CA 95269,Business,209-227-0082   ,,,,,,,,,,,CA030000-STOCKTON SILVER LAKE FAMILY CAM,,,,,,,,,,,,,,LPA33 - AMADOR COUNTY,"
   
	
	  
      209-223-6439   
   	 
     
    ",aceh@amadorgov.org ,"810 Court Street 

    
    JACKSON 
    CA 95642"
CA3910020   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=4033&tinwsys_st_code=CA&wsnumber=CA3910020   ,"P.O. BOX 28507

	
	

	
    
    
    

	SANTA ANA,CA92799",http://maps.google.com/maps?q=P.O. BOX 28507  SANTA ANA CA 92799,Business,714-754-1133   ,,,,,,,,,,,CA3910020-STOCKTON VERDE MOBILE HOME PAR,,,,,,,,,,,,,,DISTRICT 10 - STOCKTON,"
   
	
	  
      209-948-7696   
   	 
     
    ",,"31 E. CHANNEL STREET ROOM 270 

    
    STOCKTON 
    CA 95202"
CA1500517   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1365&tinwsys_st_code=CA&wsnumber=CA1500517   ,"4646 Wilson Road Suite 102A

	
	

	
    
    
    

	BAKERSFIELD,CA93309",http://maps.google.com/maps?q=4646 Wilson Road Suite 102A  BAKERSFIELD CA 93309,Business,661-831-6022   ,,,,,,,,,,,CA1500517-STOCO MUTUAL WATER COMPANY,,,,,,,,,,,,,,DISTRICT 12 - VISALIA,"
   
	
	  
      559-447-3300   
   	 
     
    ",dwpdist12@waterboards.ca.gov ,"265 W. BULLARD AVE., SUITE 101 

    
    FRESNO 
    CA 93720"
CA0500103   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=6843&tinwsys_st_code=CA&wsnumber=CA0500103   ,"8373 S. HIGHWAY 26

	
	

	
    
    
    

	VALLEY SPRINGS,CA95252",http://maps.google.com/maps?q=8373 S. HIGHWAY 26  VALLEY SPRINGS CA 95252,Business,209-304-1863   ,,,,,,,,,,,CA0500103-STONE CORRAL COMMUNITY CHURCH,,,,,,,,,,,,,,LPA35 - CALAVERAS COUNTY,"
   
	
	  
      209-754-6399   
   	 
     
    ",,"891 Mountain Ranch Rd 

    
    SAN ANDREAS 
    CA 95249-9709"
CA3301011   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=9812&tinwsys_st_code=CA&wsnumber=CA3301011   ,"72-810 AMBROSIA ST.

	
	

	
    
    
    

	PALM DESERT,CA92260",http://maps.google.com/maps?q=72-810 AMBROSIA ST.  PALM DESERT CA 92260,Business,760-880-2002   ,,,,,,,,,,,CA3301011-STONE CREEK WATER CO.,,,,,,,,,,,,,,LPA63 - RIVERSIDE COUNTY,"
   
	
	  
      760-863-7570   
   	 
     
    ",www.rivcoeh.org ,"47-950 Arabia St., Ste. A 

    
    INDIO 
    CA 92201"
CA1210321   ,https://sdwis.waterboards.ca.gov/PDWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1181&tinwsys_st_code=CA&wsnumber=CA1210321   ,"500 Aubell Lane

	
	

	
    
    
    

	CRESCENT CITY,CA95531",http://maps.google.com/maps?q=500 Aubell Lane  CRESCENT CITY CA 95531,Business,707-465-7386   ,,,,,,,,,,,CA1210321-STONE LAGOON-STATE PARKS,,,,,,,,,,,,,,DISTRICT 01 - KLAMATH,"
   
	
	  
      530-224-4800   
   	 
     
    ",,"364 Knollcrest Dr. Suite 101 

    
    REDDING 
    CA 96002"
